SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Product Standard Cost,Total Product Cost,Sales Amount,Unit Price Discount Pct,CurrencyKey
49834005,265,-1,358,20190406,20190416,20190413,7,2,1229.4589,2458.9178,1105.81,2211.62,2458.9178,0,100
49854002,229,-1,433,20190411,20190421,20190418,7,2,324.4527,648.9054,300.1188,600.2376,648.9054,0,100
50222001,638,-1,466,20190507,20190517,20190514,7,2,14.1289,28.2578,9.7136,19.4272,28.2578,0,100
50222007,638,-1,216,20190507,20190517,20190514,7,2,20.1865,40.373,13.8782,27.7564,40.373,0,100
50222009,638,-1,429,20190507,20190517,20190514,7,2,324.4527,648.9054,300.1188,600.2376,648.9054,0,100
50222014,638,-1,383,20190507,20190517,20190514,7,2,600.2625,1200.525,605.6492,1211.2984,1200.525,0,100
50222027,638,-1,445,20190507,20190517,20190514,7,2,35.994,71.988,24.7459,49.4918,71.988,0,100
50222034,638,-1,236,20190507,20190517,20190514,7,2,28.8404,57.6808,29.0807,58.1614,57.6808,0,100
50222037,638,-1,339,20190507,20190517,20190514,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50222038,638,-1,331,20190507,20190517,20190514,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50222045,638,-1,464,20190507,20190517,20190514,7,2,14.1289,28.2578,9.7136,19.4272,28.2578,0,100
50222053,638,-1,254,20190507,20190517,20190514,7,2,183.9382,367.8764,170.1428,340.2856,367.8764,0,100
50225004,175,-1,462,20190508,20190518,20190515,7,2,14.1289,28.2578,9.7136,19.4272,28.2578,0,100
50225014,175,-1,457,20190508,20190518,20190515,7,2,44.994,89.988,30.9334,61.8668,89.988,0,100
50225025,175,-1,308,20190508,20190518,20190515,7,2,744.2727,1488.5454,660.9142,1321.8284,1488.5454,0,100
50225029,175,-1,221,20190508,20190518,20190515,7,2,20.1865,40.373,13.8782,27.7564,40.373,0,100
50225033,175,-1,362,20190508,20190518,20190515,7,2,1229.4589,2458.9178,1105.81,2211.62,2458.9178,0,100
50225038,175,-1,409,20190508,20190518,20190515,7,2,209.256,418.512,185.8193,371.6386,418.512,0,100
50225039,175,-1,459,20190508,20190518,20190515,7,2,53.994,107.988,37.1209,74.2418,107.988,0,100
50225041,175,-1,454,20190508,20190518,20190515,7,2,35.994,71.988,24.7459,49.4918,71.988,0,100
50225045,175,-1,236,20190508,20190518,20190515,7,2,28.8404,57.6808,29.0807,58.1614,57.6808,0,100
50225047,175,-1,397,20190508,20190518,20190515,7,2,24.2945,48.589,17.978,35.956,48.589,0,100
50253002,535,-1,466,20190513,20190523,20190520,7,2,14.1289,28.2578,9.7136,19.4272,28.2578,0,100
50673003,481,-1,271,20190604,20190614,20190611,7,2,202.332,404.664,187.1571,374.3142,404.664,0,100
50673004,481,-1,333,20190604,20190614,20190611,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50673009,481,-1,254,20190604,20190614,20190611,7,2,183.9382,367.8764,170.1428,340.2856,367.8764,0,100
50673013,481,-1,370,20190604,20190614,20190611,7,2,1466.01,2932.02,1518.7864,3037.5728,2932.02,0,100
50673015,481,-1,439,20190604,20190614,20190611,7,2,780.8182,1561.6364,722.2568,1444.5136,1561.6364,0,100
50673016,481,-1,339,20190604,20190614,20190611,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50673020,481,-1,381,20190604,20190614,20190611,7,2,600.2625,1200.525,605.6492,1211.2984,1200.525,0,100
50673022,481,-1,331,20190604,20190614,20190611,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50681002,499,-1,254,20190606,20190616,20190613,7,2,183.9382,367.8764,170.1428,340.2856,367.8764,0,100
50681004,499,-1,271,20190606,20190616,20190613,7,2,202.332,404.664,187.1571,374.3142,404.664,0,100
50681008,499,-1,369,20190606,20190616,20190613,7,2,1466.01,2932.02,1518.7864,3037.5728,2932.02,0,100
50681016,499,-1,329,20190606,20190616,20190613,7,2,469.794,939.588,486.7066,973.4132,939.588,0,100
50681021,499,-1,286,20190606,20190616,20190613,7,2,183.9382,367.8764,170.1428,340.2856,367.8764,0,100
50681025,499,-1,456,20190606,20190616,20190613,7,2,44.994,89.988,30.9334,61.8668,89.988,0,100
50697002,571,-1,469,20190610,20190620,20190617,7,2,22.794,45.588,15.6709,31.3418,45.588,0,100
50697005,571,-1,360,20190610,20190620,20190617,7,2,1229.4589,2458.9178,1105.81,2211.62,2458.9178,0,100
51103003,337,-1,511,20190712,20190722,20190719,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51708009,680,-1,217,20190803,20190813,20190810,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
51708011,680,-1,487,20190803,20190813,20190810,7,2,32.994,65.988,20.5663,41.1326,65.988,0,100
51708013,680,-1,517,20190803,20190813,20190810,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
51708014,680,-1,400,20190803,20190813,20190810,7,2,37.152,74.304,27.4925,54.985,74.304,0,100
51708017,680,-1,483,20190803,20190813,20190810,7,2,72,144,44.88,89.76,144,0,100
51708018,680,-1,511,20190803,20190813,20190810,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51724006,283,-1,573,20190806,20190816,20190813,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
51724009,283,-1,558,20190806,20190816,20190813,7,2,242.994,485.988,179.8156,359.6312,485.988,0,100
51724010,283,-1,559,20190806,20190816,20190813,7,2,12.144,24.288,8.9866,17.9732,24.288,0,100
51729002,391,-1,380,20190808,20190818,20190815,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
51729007,391,-1,581,20190808,20190818,20190815,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
51729010,391,-1,287,20190808,20190818,20190815,7,2,202.332,404.664,204.6251,409.2502,404.664,0,100
51729015,391,-1,436,20190808,20190818,20190815,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
51729019,391,-1,374,20190808,20190818,20190815,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
51729023,391,-1,372,20190808,20190818,20190815,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
51729025,391,-1,384,20190808,20190818,20190815,7,2,672.294,1344.588,713.0798,1426.1596,1344.588,0,100
51733001,103,-1,555,20190808,20190818,20190815,7,2,63.9,127.8,47.286,94.572,127.8,0,100
51733002,103,-1,552,20190808,20190818,20190815,7,2,54.894,109.788,40.6216,81.2432,109.788,0,100
51733003,103,-1,559,20190808,20190818,20190815,7,2,12.144,24.288,8.9866,17.9732,24.288,0,100
51733009,103,-1,500,20190808,20190818,20190815,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51733012,103,-1,573,20190808,20190818,20190815,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
51733015,103,-1,501,20190808,20190818,20190815,7,2,72.876,145.752,53.9282,107.8564,145.752,0,100
51733023,103,-1,574,20190808,20190818,20190815,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
51733025,103,-1,502,20190808,20190818,20190815,7,2,200.052,400.104,199.8519,399.7038,400.104,0,100
51733027,103,-1,548,20190808,20190818,20190815,7,2,48.594,97.188,35.9596,71.9192,97.188,0,100
51733029,103,-1,554,20190808,20190818,20190815,7,2,54.942,109.884,40.6571,81.3142,109.884,0,100
51734024,638,-1,217,20190809,20190819,20190816,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
51734030,638,-1,243,20190809,20190819,20190816,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
51734041,638,-1,482,20190809,20190819,20190816,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
51734047,638,-1,378,20190809,20190819,20190816,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
51736008,656,-1,511,20190809,20190819,20190816,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51737002,301,-1,583,20190809,20190819,20190816,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
51737007,301,-1,580,20190809,20190819,20190816,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
51739002,175,-1,514,20190809,20190819,20190816,7,2,63.9,127.8,47.286,94.572,127.8,0,100
51739007,175,-1,501,20190809,20190819,20190816,7,2,72.876,145.752,53.9282,107.8564,145.752,0,100
51739018,175,-1,533,20190809,20190819,20190816,7,2,149.874,299.748,136.785,273.57,299.748,0,100
51739029,175,-1,513,20190809,20190819,20190816,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51739031,175,-1,516,20190809,20190819,20190816,7,2,23.484,46.968,17.3782,34.7564,46.968,0,100
51739032,175,-1,463,20190809,20190819,20190816,7,2,14.694,29.388,9.1593,18.3186,29.388,0,100
51739041,175,-1,353,20190809,20190819,20190816,7,2,1391.994,2783.988,1265.6195,2531.239,2783.988,0,100
51739056,175,-1,591,20190809,20190819,20190816,7,2,338.994,677.988,308.2179,616.4358,677.988,0,100
51739057,175,-1,402,20190809,20190819,20190816,7,2,72.162,144.324,53.3999,106.7998,144.324,0,100
51739066,175,-1,526,20190809,20190819,20190816,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
51739072,175,-1,214,20190809,20190819,20190816,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
51752003,632,-1,400,20190811,20190821,20190818,7,2,37.152,74.304,27.4925,54.985,74.304,0,100
51752005,632,-1,513,20190811,20190821,20190818,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51752009,632,-1,398,20190811,20190821,20190818,7,2,26.724,53.448,19.7758,39.5516,53.448,0,100
51752014,632,-1,474,20190811,20190821,20190818,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
51752021,632,-1,544,20190811,20190821,20190818,7,2,48.594,97.188,35.9596,71.9192,97.188,0,100
51752022,632,-1,594,20190811,20190821,20190818,7,2,338.994,677.988,308.2179,616.4358,677.988,0,100
51752024,632,-1,524,20190811,20190821,20190818,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
51752028,632,-1,363,20190811,20190821,20190818,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
51752030,632,-1,517,20190811,20190821,20190818,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
51752034,632,-1,516,20190811,20190821,20190818,7,2,23.484,46.968,17.3782,34.7564,46.968,0,100
51752036,632,-1,501,20190811,20190821,20190818,7,2,72.876,145.752,53.9282,107.8564,145.752,0,100
51752039,632,-1,306,20190811,20190821,20190818,7,2,809.76,1619.52,739.041,1478.082,1619.52,0,100
51752041,632,-1,290,20190811,20190821,20190818,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
51774005,535,-1,531,20190816,20190826,20190823,7,2,149.874,299.748,136.785,273.57,299.748,0,100
51774008,535,-1,555,20190816,20190826,20190823,7,2,63.9,127.8,47.286,94.572,127.8,0,100
51774009,535,-1,524,20190816,20190826,20190823,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
51774010,535,-1,594,20190816,20190826,20190823,7,2,338.994,677.988,308.2179,616.4358,677.988,0,100
51774013,535,-1,551,20190816,20190826,20190823,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
51774015,535,-1,601,20190816,20190826,20190823,7,2,32.394,64.788,23.9716,47.9432,64.788,0,100
51774016,535,-1,517,20190816,20190826,20190823,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
51774024,535,-1,290,20190816,20190826,20190823,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
51774026,535,-1,361,20190816,20190826,20190823,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
51774046,535,-1,512,20190816,20190826,20190823,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
51774057,535,-1,295,20190816,20190826,20190823,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
51774060,535,-1,603,20190816,20190826,20190823,7,2,72.894,145.788,53.9416,107.8832,145.788,0,100
51857004,85,-1,578,20190829,20190908,20190905,7,2,728.91,1457.82,755.1508,1510.3016,1457.82,0,100
51857015,85,-1,503,20190829,20190908,20190905,7,2,200.052,400.104,199.8519,399.7038,400.104,0,100
51858007,193,-1,492,20190829,20190908,20190905,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51858013,193,-1,495,20190829,20190908,20190905,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51858020,193,-1,498,20190829,20190908,20190905,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51858024,193,-1,494,20190829,20190908,20190905,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51858025,193,-1,554,20190829,20190908,20190905,7,2,54.942,109.884,40.6571,81.3142,109.884,0,100
51858028,193,-1,500,20190829,20190908,20190905,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51858036,193,-1,553,20190829,20190908,20190905,7,2,27.654,55.308,20.464,40.928,55.308,0,100
51861010,662,-1,225,20190830,20190909,20190906,7,2,5.394,10.788,6.9223,13.8446,10.788,0,100
51861012,662,-1,214,20190830,20190909,20190906,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
51861017,662,-1,496,20190830,20190909,20190906,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
51861020,662,-1,552,20190830,20190909,20190906,7,2,54.894,109.788,40.6216,81.2432,109.788,0,100
51861022,662,-1,579,20190830,20190909,20190906,7,2,728.91,1457.82,755.1508,1510.3016,1457.82,0,100
51861024,662,-1,555,20190830,20190909,20190906,7,2,63.9,127.8,47.286,94.572,127.8,0,100
53475010,481,-1,246,20190905,20190915,20190912,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
53475011,481,-1,481,20190905,20190915,20190912,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
53475013,481,-1,243,20190905,20190915,20190912,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
53475015,481,-1,404,20190905,20190915,20190912,7,2,26.724,53.448,19.7758,39.5516,53.448,0,100
53475024,481,-1,287,20190905,20190915,20190912,7,2,202.332,404.664,204.6251,409.2502,404.664,0,100
53475034,481,-1,482,20190905,20190915,20190912,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
53475036,481,-1,581,20190905,20190915,20190912,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
53475039,481,-1,281,20190905,20190915,20190912,7,2,202.332,404.664,204.6251,409.2502,404.664,0,100
53475041,481,-1,436,20190905,20190915,20190912,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
53475043,481,-1,390,20190905,20190915,20190912,7,2,672.294,1344.588,713.0798,1426.1596,1344.588,0,100
53475047,481,-1,376,20190905,20190915,20190912,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
53475049,481,-1,546,20190905,20190915,20190912,7,2,37.254,74.508,27.568,55.136,74.508,0,100
53478001,121,-1,555,20190906,20190916,20190913,7,2,63.9,127.8,47.286,94.572,127.8,0,100
53478002,121,-1,357,20190906,20190916,20190913,7,2,1391.994,2783.988,1265.6195,2531.239,2783.988,0,100
53478004,121,-1,513,20190906,20190916,20190913,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
53478005,121,-1,514,20190906,20190916,20190913,7,2,63.9,127.8,47.286,94.572,127.8,0,100
53478008,121,-1,531,20190906,20190916,20190913,7,2,149.874,299.748,136.785,273.57,299.748,0,100
53478018,121,-1,512,20190906,20190916,20190913,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
53478021,121,-1,551,20190906,20190916,20190913,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
53478023,121,-1,532,20190906,20190916,20190913,7,2,149.874,299.748,136.785,273.57,299.748,0,100
53478024,121,-1,475,20190906,20190916,20190913,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
53478027,121,-1,511,20190906,20190916,20190913,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
53478028,121,-1,222,20190906,20190916,20190913,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
53478030,121,-1,355,20190906,20190916,20190913,7,2,1391.994,2783.988,1265.6195,2531.239,2783.988,0,100
53478031,121,-1,295,20190906,20190916,20190913,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
53478032,121,-1,309,20190906,20190916,20190913,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
53478036,121,-1,400,20190906,20190916,20190913,7,2,37.152,74.304,27.4925,54.985,74.304,0,100
53478040,121,-1,363,20190906,20190916,20190913,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
53494001,445,-1,552,20190908,20190918,20190915,7,2,54.894,109.788,40.6216,81.2432,109.788,0,100
53497001,499,-1,440,20190909,20190919,20190916,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
53497014,499,-1,520,20190909,20190919,20190916,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
53497016,499,-1,436,20190909,20190919,20190916,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
53497028,499,-1,430,20190909,20190919,20190916,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
53497031,499,-1,472,20190909,20190919,20190916,7,2,38.1,76.2,23.749,47.498,76.2,0,100
53523002,571,-1,490,20190913,20190923,20190920,7,2,32.394,64.788,41.5723,83.1446,64.788,0,100
53523005,571,-1,222,20190913,20190923,20190920,7,2,20.994,41.988,13.0863,26.1726,41.988,0,100
53523017,571,-1,475,20190913,20190923,20190920,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
53525010,319,-1,234,20190913,20190923,20190920,7,2,29.994,59.988,38.4923,76.9846,59.988,0,100
53525013,319,-1,559,20190913,20190923,20190920,7,2,12.144,24.288,8.9866,17.9732,24.288,0,100
53525016,319,-1,491,20190913,20190923,20190920,7,2,32.394,64.788,41.5723,83.1446,64.788,0,100
53525020,319,-1,477,20190913,20190923,20190920,7,2,2.994,5.988,1.8663,3.7326,5.988,0,100
55250001,337,-1,359,20191005,20191015,20191012,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
55250005,337,-1,527,20191005,20191015,20191012,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
57028004,680,-1,234,20191103,20191113,20191110,7,2,29.994,59.988,38.4923,76.9846,59.988,0,100
57028008,680,-1,361,20191103,20191113,20191110,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
57043001,283,-1,586,20191106,20191116,20191113,7,2,445.41,890.82,461.4448,922.8896,890.82,0,100
57043003,283,-1,560,20191106,20191116,20191113,7,2,728.91,1457.82,755.1508,1510.3016,1457.82,0,100
57043006,283,-1,572,20191106,20191116,20191113,7,2,445.41,890.82,461.4448,922.8896,890.82,0,100
57043007,283,-1,559,20191106,20191116,20191113,7,2,12.144,24.288,8.9866,17.9732,24.288,0,100
57050002,656,-1,359,20191107,20191117,20191114,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
57051005,638,-1,545,20191107,20191117,20191114,7,2,24.294,48.588,17.9776,35.9552,48.588,0,100
57051015,638,-1,418,20191107,20191117,20191114,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
57051032,638,-1,240,20191107,20191117,20191114,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
57051043,638,-1,580,20191107,20191117,20191114,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
57053002,301,-1,580,20191107,20191117,20191114,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
57053006,301,-1,481,20191107,20191117,20191114,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
57055007,391,-1,384,20191108,20191118,20191115,7,2,672.294,1344.588,713.0798,1426.1596,1344.588,0,100
57055010,391,-1,376,20191108,20191118,20191115,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
57055013,391,-1,604,20191108,20191118,20191115,7,2,323.994,647.988,343.6496,687.2992,647.988,0,100
57055014,391,-1,584,20191108,20191118,20191115,7,2,323.994,647.988,343.6496,687.2992,647.988,0,100
57055018,391,-1,388,20191108,20191118,20191115,7,2,672.294,1344.588,713.0798,1426.1596,1344.588,0,100
57055020,391,-1,582,20191108,20191118,20191115,7,2,1020.594,2041.188,1082.51,2165.02,2041.188,0,100
57055022,391,-1,605,20191108,20191118,20191115,7,2,323.994,647.988,343.6496,687.2992,647.988,0,100
57058003,103,-1,523,20191108,20191118,20191115,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
57058010,103,-1,574,20191108,20191118,20191115,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
57058016,103,-1,570,20191108,20191118,20191115,7,2,445.41,890.82,461.4448,922.8896,890.82,0,100
57058020,103,-1,563,20191108,20191118,20191115,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
57058022,103,-1,514,20191108,20191118,20191115,7,2,63.9,127.8,47.286,94.572,127.8,0,100
57058023,103,-1,579,20191108,20191118,20191115,7,2,728.91,1457.82,755.1508,1510.3016,1457.82,0,100
57061016,175,-1,588,20191109,20191119,20191116,7,2,461.694,923.388,419.7784,839.5568,923.388,0,100
57061020,175,-1,475,20191109,20191119,20191116,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
57061021,175,-1,400,20191109,20191119,20191116,7,2,37.152,74.304,27.4925,54.985,74.304,0,100
57061022,175,-1,474,20191109,20191119,20191116,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
57061043,175,-1,501,20191109,20191119,20191116,7,2,72.876,145.752,53.9282,107.8564,145.752,0,100
57061065,175,-1,398,20191109,20191119,20191116,7,2,26.724,53.448,19.7758,39.5516,53.448,0,100
57068002,632,-1,595,20191109,20191119,20191116,7,2,338.994,677.988,308.2179,616.4358,677.988,0,100
57068008,632,-1,544,20191109,20191119,20191116,7,2,48.594,97.188,35.9596,71.9192,97.188,0,100
57068011,632,-1,295,20191109,20191119,20191116,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
57068012,632,-1,501,20191109,20191119,20191116,7,2,72.876,145.752,53.9282,107.8564,145.752,0,100
57068013,632,-1,476,20191109,20191119,20191116,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
57068017,632,-1,512,20191109,20191119,20191116,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
57068018,632,-1,556,20191109,20191119,20191116,7,2,105.294,210.588,77.9176,155.8352,210.588,0,100
57068022,632,-1,363,20191109,20191119,20191116,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
57068024,632,-1,400,20191109,20191119,20191116,7,2,37.152,74.304,27.4925,54.985,74.304,0,100
57068027,632,-1,532,20191109,20191119,20191116,7,2,149.874,299.748,136.785,273.57,299.748,0,100
57068029,632,-1,543,20191109,20191119,20191116,7,2,37.254,74.508,27.568,55.136,74.508,0,100
57068030,632,-1,525,20191109,20191119,20191116,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
57068033,632,-1,551,20191109,20191119,20191116,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
57068034,632,-1,511,20191109,20191119,20191116,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
57068039,632,-1,306,20191109,20191119,20191116,7,2,809.76,1619.52,739.041,1478.082,1619.52,0,100
57086002,535,-1,355,20191113,20191123,20191120,7,2,1391.994,2783.988,1265.6195,2531.239,2783.988,0,100
57086012,535,-1,603,20191113,20191123,20191120,7,2,72.894,145.788,53.9416,107.8832,145.788,0,100
57086029,535,-1,525,20191113,20191123,20191120,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
57086036,535,-1,592,20191113,20191123,20191120,7,2,338.994,677.988,308.2179,616.4358,677.988,0,100
57086038,535,-1,398,20191113,20191123,20191120,7,2,26.724,53.448,19.7758,39.5516,53.448,0,100
57086041,535,-1,558,20191113,20191123,20191120,7,2,242.994,485.988,179.8156,359.6312,485.988,0,100
57086044,535,-1,533,20191113,20191123,20191120,7,2,149.874,299.748,136.785,273.57,299.748,0,100
57086045,535,-1,511,20191113,20191123,20191120,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
57086056,535,-1,551,20191113,20191123,20191120,7,2,158.43,316.86,144.5938,289.1876,316.86,0,100
57119002,662,-1,477,20191118,20191128,20191125,7,2,2.994,5.988,1.8663,3.7326,5.988,0,100
57119005,662,-1,490,20191118,20191128,20191125,7,2,32.394,64.788,41.5723,83.1446,64.788,0,100
57119007,662,-1,234,20191118,20191128,20191125,7,2,29.994,59.988,38.4923,76.9846,59.988,0,100
57119010,662,-1,572,20191118,20191128,20191125,7,2,445.41,890.82,461.4448,922.8896,890.82,0,100
57119014,662,-1,564,20191118,20191128,20191125,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
57119015,662,-1,484,20191118,20191128,20191125,7,2,4.77,9.54,2.9733,5.9466,9.54,0,100
57143001,193,-1,569,20191121,20191201,20191128,7,2,445.41,890.82,461.4448,922.8896,890.82,0,100
57143004,193,-1,497,20191121,20191201,20191128,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
57143006,193,-1,500,20191121,20191201,20191128,7,2,602.346,1204.692,601.7437,1203.4874,1204.692,0,100
57143007,193,-1,561,20191121,20191201,20191128,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
57143011,193,-1,579,20191121,20191201,20191128,7,2,728.91,1457.82,755.1508,1510.3016,1457.82,0,100
57143013,193,-1,523,20191121,20191201,20191128,7,2,31.584,63.168,23.3722,46.7444,63.168,0,100
57143018,193,-1,490,20191121,20191201,20191128,7,2,32.394,64.788,41.5723,83.1446,64.788,0,100
57143025,193,-1,562,20191121,20191201,20191128,7,2,1430.442,2860.884,1481.9379,2963.8758,2860.884,0,100
57150005,85,-1,514,20191124,20191204,20191201,7,2,63.9,127.8,47.286,94.572,127.8,0,100
57150022,85,-1,554,20191124,20191204,20191201,7,2,54.942,109.884,40.6571,81.3142,109.884,0,100
58926001,121,-1,474,20191207,20191217,20191214,7,2,41.994,83.988,26.1763,52.3526,83.988,0,100
58926003,121,-1,398,20191207,20191217,20191214,7,2,26.724,53.448,19.7758,39.5516,53.448,0,100
58926011,121,-1,512,20191207,20191217,20191214,7,2,218.454,436.908,199.3757,398.7514,436.908,0,100
58926012,121,-1,359,20191207,20191217,20191214,7,2,1376.994,2753.988,1251.9813,2503.9626,2753.988,0,100
58926015,121,-1,603,20191207,20191217,20191214,7,2,72.894,145.788,53.9416,107.8832,145.788,0,100
58926026,121,-1,309,20191207,20191217,20191214,7,2,818.7,1637.4,747.2002,1494.4004,1637.4,0,100
58927012,481,-1,240,20191207,20191217,20191214,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
58927013,481,-1,386,20191207,20191217,20191214,7,2,672.294,1344.588,713.0798,1426.1596,1344.588,0,100
58927015,481,-1,408,20191207,20191217,20191214,7,2,72.162,144.324,53.3999,106.7998,144.324,0,100
58927016,481,-1,440,20191207,20191217,20191214,7,2,858.9,1717.8,868.6342,1737.2684,1717.8,0,100
58927020,481,-1,378,20191207,20191217,20191214,7,2,1466.01,2932.02,1554.9479,3109.8958,2932.02,0,100
58927021,481,-1,436,20191207,20191217,20191214,7,2,356.898,713.796,360.9428,721.8856,713.796,0,100
58927022,481,-1,482,20191207,20191217,20191214,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
58927030,481,-1,545,20191207,20191217,20191214,7,2,24.294,48.588,17.9776,35.9552,48.588,0,100
58927037,481,-1,481,20191207,20191217,20191214,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
58943001,499,-1,547,20191209,20191219,20191216,7,2,48.594,97.188,35.9596,71.9192,97.188,0,100
58943007,499,-1,481,20191209,20191219,20191216,7,2,5.394,10.788,3.3623,6.7246,10.788,0,100
